time|mgrs_grid_id|gnodeb_id|cell_id|svid_tot_vid_download_dv|svid_tot_dl_vid_tcp_rtt|svid_tot_dl_vid_pkts_for_tcp_rtt|svid_tot_dl_tcp_pkts|svid_tot_dl_retrans_tcp_pkts|svid_tot_dl_vid_tcp_rtt_x_th|svid_tot_dl_vid_tcp_syn2synack_dly|svid_tot_dl_vid_tcp_est_syn2synack|svid_tot_dl_vid_tcp_synack2ack_dly|svid_tot_dl_vid_tcp_est_synack2ack|svid_tot_dl_vid_tcp_ack2data_dly|svid_tot_dl_vid_tcp_est_ack2data|total_mr_count|dl_ssb_rsrp_accumulated|dl_sinr_accumulated|ul_rsrp_accumulated|ul_sinr_accumulated|ul_ssb_rsrp_valid_count|ul_sinr_valid_count|dl_sinr_valid_count|dl_ssb_rsrp_valid_count|dl_ssb_rsrp_poor_count|dl_sinr_poor_count|dl_ssb_rsrp_and_sinr_valid_count|dl_ssb_rsrp_good_and_sinr_poor_count|dl_ssb_rsrp_poor_and_sinr_poor_count|ul_rsrp_poor_count|ul_sinr_poor_count|ul_rsrp_and_sinr_valid_count|ul_rsrp_good_and_sinr_poor_count|ul_rsrp_poor_and_sinr_poor_count|dl_cqi_cw0_accumulated|dl_cqi_cw0_count|dl_cqi_cw1_accumulated|dl_cqi_cw1_count|ul_mcs_accumulated|dl_mcs_accumulated|ul_mcs_tb_count|dl_mcs_tb_count|ul_rb_accumulated|dl_rb_accumulated|ul_rb_schd_count|dl_rb_schd_count|dl_rank1_count|dl_rank2_count|dl_rank3_count|dl_rank4_count
20260201|49QGF-112-38-50|7340008|5|1751040|227286|3726|29808|143|708|406.16|28|726.08|68|433.25|6|2280|-22743|1387|-26942|2280|190|190|190|190|136|0|190|18|54|163|0|190|18|68|2850|190|1710|114|14716|53508|1284|911|94116|188232|13749|22915|17|28|7|1
20260201|49QGF-113-38-50|7340008|7|4300800|205360|6040|60400|562|785|2084.61|67|1212.03|64|8055.75|73|1017|-8194|229.5|-10183|-59.5|85|85|85|85|0|17|85|14|0|0|17|85|14|0|1105|85|663|51|25898|40975|1945|2795|33085|66169|8165|13609|11|26|2|0
20260201|49QGF-114-38-50|7340008|8|3820953.6|364683|8481|101772|773|1187|1634.2|14|804.15|61|3304.94|38|733|-6332|298.9|-7387.1|488|61|61|61|61|0|9|61|5|0|0|9|61|5|0|854|61|518|37|38400|80314|437|2470|16196|32391|3270|5450|8|18|7|0
20260201|49QGF-115-38-50|7340009|14|3661824|767168|11987|143844|2215|3117|1828.7|44|810.44|40|7987.03|50|849|-7214|191.7|-8704.6|340.8|71|71|71|71|0|11|71|7|0|0|11|71|7|0|994|71|602|43|19512|41834|1207|1642|60514|121027|10675|17791|2|1|7|3
20260201|49QGF-116-38-50|7340009|5|1724620.8|810194|10522|94698|1752|3262|407.37|76|753.73|52|7921.82|15|1759|-15979|294|-18874.8|617.4|147|147|147|147|68|32|147|15|27|82|32|147|15|34|1911|147|1144|88|17227|36550|582|1737|103022|206043|13858|23097|3|37|4|2
20260201|49QGF-117-38-50|7340009|5|4300800|220725|2725|24525|525|572|308.87|75|1309.87|18|7868.16|65|1539|-11878|1459.2|-13721.6|678.4|128|128|128|128|0|0|128|13|0|0|0|128|13|0|1920|128|1155|77|34944|12684|707|2869|67279|134557|9059|15098|6|5|3|2
20260201|49QGF-118-38-50|7340009|13|4300800|79464|1848|20328|260|259|1846.46|11|1053.87|20|902.89|17|261|-2004|310.2|-2316.6|429|22|22|22|22|0|0|22|4|0|0|0|22|4|0|330|22|195|13|15834|40628|705|3065|40612|81223|5532|9220|27|6|6|4
20260201|49QGF-119-38-50|7340009|15|2329088|254144|3971|35739|700|834|100.71|4|378.29|37|4342.36|41|797|-6125|211.2|-7477.8|396|66|66|66|66|0|5|66|4|0|0|5|66|4|0|924|66|560|40|25125|92880|271|2636|71966|143932|9905|16508|16|20|10|4
20260201|49QGF-120-38-50|7340009|18|1687654.4|622728|7688|84568|1624|1999|622.65|3|1686.28|11|3790.21|30|240|-1872|126|-2340|178|20|20|20|20|0|0|20|4|0|0|0|20|4|0|300|20|180|12|17420|33544|1018|3908|200411|400822|22084|36806|30|39|1|6
20260201|49QGF-121-38-50|7340009|1|1460531.2|816969|9843|78744|1890|2756|2141.05|24|1299.82|18|2256.38|74|1227|-10465|1060.8|-12892.8|530.4|102|102|102|102|1|0|102|15|0|1|0|102|15|1|1530|102|915|61|38402|81172|867|3180|2792|5584|274|456|23|21|9|4
20260201|49QGF-122-38-50|7340009|14|2970316.8|523776|8184|81840|1800|1800|296.66|10|1642.97|68|460.86|25|1038|-8030|1357.2|-9691.8|1278.9|87|87|87|87|0|0|87|0|0|0|0|87|0|0|1305|87|780|52|25584|46984|370|3816|235735|471469|21475|35791|12|21|0|5
20260201|49QGF-123-38-50|7340009|22|4300800|308728|5513|44104|917|882|1212.38|51|1859.33|63|3061.85|75|882|-6741|614.2|-8051.2|621.6|74|74|74|74|0|4|74|13|0|0|4|74|13|0|1110|74|660|44|36625|20709|1877|3768|31752|63504|3436|5726|12|5|3|5
20260201|49QGF-124-38-50|7340009|18|2152652.8|1138941|14061|168732|2784|3656|2096.95|78|635.88|10|72.14|56|215|-1847|104.4|-2174.4|140.4|18|18|18|18|2|3|18|1|1|2|3|18|1|1|234|18|143|11|27792|45292|1548|1758|87176|174351|14079|23465|23|17|5|5
20260201|49QGF-125-38-50|7340012|5|1855385.6|543556|10453|114983|1150|1777|1480.92|65|689.92|25|6822.82|48|1466|-12444|1317.6|-14322.8|1854.4|122|122|122|122|0|0|122|10|0|0|0|122|10|0|1830|122|1095|73|18642|80640|1921|1920|23691|47382|3750|6250|17|11|6|5
20260201|49QGF-126-38-50|7340012|24|1567334.4|180495|2865|31515|375|602|2080.58|15|1627.85|60|2865.31|36|80|-777|44.8|-884.1|52.5|7|7|7|7|4|1|7|1|2|5|1|7|1|2|98|7|56|4|3125|83295|835|256|1654|3307|265|442|3|11|1|3
20260201|49QGF-127-38-50|7340012|12|4300800|263138|6418|70598|734|899|59.61|55|1799.6|73|4351.49|57|2387|-19164|2009.9|-22089|2009.9|199|199|199|199|0|0|199|22|0|0|0|199|22|0|2985|199|1785|119|23270|79716|1026|1485|63030|126059|13566|22610|23|33|3|3
20260201|49QGF-128-38-50|7340012|15|2609664|122349|2399|19192|280|456|1988.78|56|1532.83|11|5299.29|52|1868|-12792|374.4|-15584.4|624|156|156|156|156|0|37|156|52|0|0|37|156|52|0|2028|156|1222|94|34730|96000|548|735|129844|259688|21315|35525|1|23|2|3
20260201|49QGF-129-38-50|7340012|8|3111014.4|86920|2173|17384|137|304|2066.6|23|701.07|56|8157.98|25|767|-6394|268.8|-7712|230.4|64|64|64|64|0|7|64|7|0|0|7|64|7|0|896|64|532|38|39650|89937|1518|2644|16972|33944|3535|5891|30|13|2|3
20260201|49QGF-130-38-50|7340010|2|4300800|522588|11877|130647|1803|2019|984.25|2|917.54|10|6983.64|37|2213|-15346|791.2|-19743.2|680.8|184|184|184|184|0|38|184|11|0|0|38|184|11|0|2392|184|1430|110|38456|22650|1957|3208|30923|61845|3529|5881|20|23|5|1
20260201|49QGF-131-38-50|7340010|7|3405516.8|523668|15402|184824|1386|1694|2165.67|11|1566.1|61|2336.84|79|370|-3041|223.2|-3676.6|251.1|31|31|31|31|0|2|31|5|0|0|2|31|5|0|434|31|266|19|42725|69552|1107|1435|69704|139407|9272|15453|28|31|9|5
20260201|49QGF-132-38-50|7340010|22|2956595.2|239166|5562|55620|612|723|716.77|40|1016.71|38|2604.24|12|1624|-11731|1228.5|-14539.5|513|135|135|135|135|0|4|135|17|0|0|4|135|17|0|2025|135|1215|81|34424|34720|1183|3696|33722|67443|4077|6795|7|9|3|3
20260201|49QGF-133-38-50|7340010|22|2337075.2|313866|7473|89676|798|971|2084.71|20|859.39|8|1779.33|22|648|-5432|394.2|-6458.4|415.8|54|54|54|54|0|3|54|3|0|0|3|54|3|0|810|54|480|32|47500|11124|724|2623|11352|22704|2761|4601|30|15|1|1
20260201|49QGF-134-38-50|7340011|5|2908569.6|829783|13603|108824|2383|3401|2103.62|51|66.18|15|3391.42|32|2001|-16199|1336|-19756.1|1586.5|167|167|167|167|0|11|167|4|0|0|11|167|4|0|2338|167|1400|100|23325|16119|281|670|35410|70820|5485|9141|9|0|5|3
20260201|49QGF-135-38-50|7340011|19|2128691.2|108120|2120|25440|336|360|85.24|9|124.26|27|2668.43|31|2186|-18418|1019.2|-22750|1528.8|182|182|182|182|0|27|182|5|0|0|27|182|5|0|2548|182|1526|109|25272|54964|1381|1481|115535|231070|13903|23172|25|28|10|5
20260201|49QGF-136-38-50|7340011|11|4300800|315744|8096|72864|656|810|509.64|16|1743.64|24|3895.43|80|150|-1251|84.5|-1522.3|176.8|13|13|13|13|0|1|13|1|0|0|1|13|1|0|182|13|112|8|9725|90936|530|1559|49858|99716|10190|16984|13|3|4|6
20260201|49QGF-43-39-50|7340000|21|1817190.4|850431|12693|126930|1726|2539|688.95|32|1872.18|54|7723.54|45|1380|-12167|678.5|-13926.5|517.5|115|115|115|115|46|13|115|8|18|55|13|115|8|23|1610|115|966|69|7875|20952|312|2356|25112|50223|4966|8277|27|33|7|4
20260201|49QGF-44-39-50|7340000|23|2714624|268088|11656|116560|594|932|1458.82|25|925.06|56|4544.55|16|2213|-16266|883.2|-19798.4|276|184|184|184|184|0|23|184|19|0|0|23|184|19|0|2576|184|1540|110|14520|26936|1130|1635|58863|117726|22660|37766|21|28|0|3
20260201|49QGF-45-39-50|7340000|20|4300800|541413|12591|151092|1798|1511|1495.26|10|1207.88|3|7048.25|63|119|-886|74|-1077|59|10|10|10|10|0|1|10|1|0|0|1|10|1|0|140|10|84|6|20950|81000|544|2240|104944|209887|21824|36373|7|26|3|1
20260201|49QGF-46-39-50|7340000|11|4300800|302038|13729|109832|417|824|2390.15|8|779.41|9|7438.81|19|2209|-15658|3183.2|-19301.6|3054.4|184|184|184|184|0|0|184|29|0|0|0|184|29|0|2760|184|1650|110|49660|32676|1153|1302|109175|218349|22425|37375|20|2|0|0
20260201|49QGF-47-39-50|7340000|23|4300800|217560|9065|99715|509|635|1843.79|71|122.21|42|3598.52|51|1088|-8345|527.8|-10374|700.7|91|91|91|91|0|10|91|5|0|0|10|91|5|0|1274|91|770|55|45200|30915|637|2300|56509|113018|8205|13675|27|12|2|0
20260201|49QGF-48-39-50|7340000|22|4143616|205506|4194|46134|498|755|614.8|17|712.05|17|7490.34|2|1906|-15518|1462.8|-18714.3|1144.8|159|159|159|159|0|0|159|17|0|0|0|159|17|0|2385|159|1425|95|30966|68124|1347|1937|136881|273761|15585|25975|16|22|6|6
20260201|49QGF-49-39-50|7340014|11|4217139.2|472834|12443|111987|818|1618|1704.96|33|527.76|33|1758.72|26|1098|-9412|423.2|-10828.4|340.4|92|92|92|92|0|4|92|7|0|0|4|92|7|0|1380|92|825|55|30350|15417|568|3343|53369|106737|14222|23704|29|37|0|4
20260201|49QGF-50-39-50|7340014|22|4019916.8|182160|4140|45540|806|745|1504.74|44|857.66|27|5386.67|32|527|-4176|83.6|-5016|-105.6|44|44|44|44|0|13|44|23|0|0|13|44|23|0|528|44|312|26|8184|72528|1213|859|12198|24395|1863|3105|15|0|4|4
20260201|49QGF-51-39-50|7340014|14|4300800|42440|2122|16976|51|106|222.49|18|1480.43|42|3518.02|57|398|-2944|217.8|-3597|247.5|33|33|33|33|0|1|33|0|0|0|1|33|0|0|495|33|300|20|28912|65576|268|3341|50556|101112|12233|20389|17|37|7|1
20260201|49QGF-52-39-50|7340014|15|2734080|90656|2833|25497|201|255|1573.67|9|1876.76|78|2809.51|58|219|-1609|190.8|-1863|286.2|18|18|18|18|0|0|18|1|0|0|0|18|1|0|270|18|165|11|51714|94276|393|1516|139565|279130|19798|32997|1|25|1|6
20260201|49QGF-53-39-50|7340014|5|1641779.2|60390|915|9150|174|210|664.62|32|271.7|45|448.06|11|736|-5929|207.4|-7240.7|67.1|61|61|61|61|0|11|61|5|0|0|11|61|5|0|854|61|518|37|24768|101842|308|1746|197032|394064|18877|31461|12|5|2|5
20260201|49QGF-54-39-50|7340014|20|4300800|500480|14720|117760|848|1914|2114.18|73|908.4|22|4036.12|73|1631|-13260|584.8|-15612.8|-231.2|136|136|136|136|0|21|136|11|0|0|21|136|11|0|1904|136|1148|82|8400|62452|936|3765|17360|34719|2561|4269|18|31|1|0
20260201|49QGF-55-39-50|7340014|24|4300800|604905|12345|98760|1551|2469|423.86|62|1205.15|52|2850.75|46|1914|-15328|528|-18096|144|160|160|160|160|0|34|160|10|0|0|34|160|10|0|2080|160|1248|96|38939|8925|817|3863|31854|63707|3632|6054|25|24|9|0
20260201|49QGF-56-39-50|7340014|5|3827200|202200|10110|101100|303|506|2231.04|0|793.92|52|2158.12|7|2124|-15470|1539.9|-18602.7|1823.1|177|177|177|177|0|5|177|19|0|0|5|177|19|0|2655|177|1590|106|30446|44800|1447|572|21616|43232|6192|10320|8|22|5|6
20260201|49QGF-57-39-50|7340013|18|2651136|12350|494|5434|29|35|1908.51|8|968.18|57|4436.04|55|110|-863|46.8|-996.3|44.1|9|9|9|9|0|1|9|1|0|0|1|9|1|0|126|9|70|5|37375|11394|690|2789|4345|8689|1012|1687|24|36|7|0
20260201|49QGF-58-39-50|7340013|15|2373529.6|542360|15496|123968|917|1860|78.56|50|1866.77|42|8096.44|58|1594|-13021|492.1|-15042.3|665|133|133|133|133|0|18|133|19|0|0|18|133|19|0|1862|133|1120|80|14520|51558|1664|441|83169|166338|21918|36530|9|4|5|3
20260201|49QGF-59-39-50|7340013|24|4300800|948285|14589|131301|2337|2480|2329.25|17|1896.5|55|5264.79|54|242|-1862|146|-2340|174|20|20|20|20|0|0|20|1|0|0|0|20|1|0|300|20|180|12|8112|60760|1061|1928|2962|5923|475|792|3|37|10|1
20260201|49QGF-60-39-50|7340013|23|2917068.8|17632|608|4864|31|49|329.7|25|1137.74|76|7048.29|5|2382|-18507|2149.2|-21870.1|2248.7|199|199|199|199|0|0|199|24|0|0|0|199|24|0|2985|199|1785|119|44746|103320|347|592|92166|184331|17352|28920|20|35|2|4
20260201|49QGF-61-39-50|7340013|2|3869491.2|698885|12707|139777|2530|2287|989.63|67|1488.25|35|4050.93|12|1023|-7387|263.5|-8602|382.5|85|85|85|85|0|17|85|3|0|0|17|85|3|0|1105|85|663|51|23280|96486|950|1456|23496|46992|4558|7597|30|30|2|2
20260201|49QGF-62-39-50|7340013|20|4300800|595179|15261|122088|1392|2137|2204.49|0|1317.08|63|2928.77|47|1661|-12862|579.6|-15552.6|276|138|138|138|138|0|28|138|2|0|0|28|138|2|0|1794|138|1079|83|2714|6100|502|1679|41894|83788|6755|11259|13|11|8|1
20260201|49QGF-63-39-50|7340003|14|2034380.8|369350|4450|40050|1089|1068|1150.49|41|888.44|13|1046.24|68|2206|-17701|1508.8|-21767.2|1306.4|184|184|184|184|0|0|184|1|0|0|0|184|1|0|2760|184|1650|110|22074|15764|1929|1227|86873|173746|9950|16583|10|32|4|4
20260201|49QGF-64-39-50|7340003|14|3607961.6|39886|539|4851|124|113|1664.76|16|1038.16|65|3631.88|38|517|-4012|408.5|-4768.7|662.2|43|43|43|43|0|0|43|4|0|0|0|43|4|0|645|43|390|26|50362|37800|400|2963|25067|50133|2289|3815|10|7|1|0
20260201|49QGF-65-39-50|7340003|21|2721075.2|688510|11105|133260|2452|2554|416.89|8|980.67|20|7540.8|7|1438|-10368|1452|-12432|1824|120|120|120|120|0|0|120|8|0|0|0|120|8|0|1800|120|1080|72|51558|20328|1194|1649|37545|75090|3746|6244|12|6|6|2
20260201|49QGF-66-39-50|7340003|10|2715033.6|541575|7221|64989|1371|1877|1306.84|59|622.22|77|432.11|75|1381|-11063|92|-12903|218.5|115|115|115|115|0|30|115|3|0|0|30|115|3|0|1495|115|897|69|30889|22350|317|3862|57811|115621|7174|11957|20|37|0|1
20260201|49QGF-67-39-50|7340003|23|2341273.6|1234784|13136|105088|2669|4335|1890.38|22|864.43|29|1587.96|68|1184|-10286|1811.7|-11939.4|2168.1|99|99|99|99|7|0|99|4|3|8|0|99|4|4|1485|99|885|59|24180|22848|255|3189|132676|265352|10322|17203|28|3|1|5
20260201|49QGF-68-39-50|7340003|20|3693158.4|560850|7478|67302|1925|2019|1110.66|21|1099.34|33|1871.17|70|1132|-8742|394.8|-10969.8|84.6|94|94|94|94|0|10|94|8|0|0|10|94|8|0|1316|94|784|56|25925|92826|1051|3681|230371|460742|19350|32250|14|32|9|3
20260201|49QGF-69-39-50|7340003|23|2902323.2|83916|1134|11340|237|318|403.51|26|267.53|39|1427.43|64|1888|-15402|157|-17646.8|-266.9|157|157|157|157|0|52|157|14|0|0|52|157|14|0|1884|157|1128|94|26180|43968|1431|1853|143395|286789|17411|29019|16|4|3|0
20260201|49QGF-70-39-50|7340003|4|3411558.4|806010|12030|120300|1961|2165|1863.57|3|1010.19|1|2291.02|63|573|-4786|801.6|-5635.2|758.4|48|48|48|48|0|0|48|1|0|0|0|48|1|0|720|48|435|29|4992|96768|1562|2479|135461|270922|14859|24765|23|23|6|4
20260201|49QGF-71-39-50|7340004|16|4300800|97776|1746|17460|269|419|1229.5|70|1047.53|19|3311.2|11|2141|-17569|836.6|-21004|1619.8|178|178|178|178|0|24|178|18|0|0|24|178|18|0|2492|178|1498|107|45384|85488|1373|1694|120740|241479|17518|29197|29|8|2|2
20260201|49QGF-72-39-50|7340004|11|2187980.8|514834|8726|87260|646|1658|2169.35|30|326.75|38|4742.09|6|1677|-15330|1526|-17374|2576|140|140|140|140|71|0|140|8|28|85|0|140|8|36|2100|140|1260|84|43238|80276|631|2602|35382|70764|5355|8925|30|30|8|1
20260201|49QGF-73-39-50|7340004|15|4300800|666070|15490|123920|1834|2169|1682.13|37|393.99|18|2595.32|50|1572|-12432|1021.8|-14986.4|851.5|131|131|131|131|0|5|131|8|0|0|5|131|8|0|1965|131|1185|79|21294|13888|312|833|100352|200703|15064|25106|20|35|9|0
20260201|49QGF-74-39-50|7340004|3|4300800|674670|15690|172590|1588|1883|110.03|2|565.76|74|7824.25|15|868|-6725|684|-8409.6|914.4|72|72|72|72|0|0|72|4|0|0|0|72|4|0|1080|72|645|43|31096|77308|807|1509|82906|165811|9977|16628|8|5|5|6
20260201|49QGF-75-39-50|7340004|2|2708172.8|351918|9261|74088|689|926|53.07|52|909.31|5|2.91|23|1537|-12339|1395.2|-14438.4|1152|128|128|128|128|0|0|128|1|0|0|0|128|1|0|1920|128|1155|77|4290|79884|617|2614|57708|115416|7506|12510|8|10|5|6
20260201|49QGF-76-39-50|7340004|3|2809958.4|811965|14763|132867|2086|2510|574.44|30|987.15|56|5459.06|9|2215|-16631|1387.5|-20516.5|777|185|185|185|185|0|16|185|15|0|0|16|185|15|0|2590|185|1554|111|34000|41364|1900|1027|182231|364461|20759|34599|27|5|5|5
20260201|49QGF-77-39-50|7340004|9|4300800|111328|3479|27832|200|383|679.81|36|966.95|69|304.29|7|1209|-9736|999.9|-11897.8|1040.3|101|101|101|101|0|0|101|2|0|0|0|101|2|0|1515|101|915|61|17550|72464|1355|660|116438|232876|18428|30713|10|38|7|3
20260201|49QGF-78-39-50|7340004|7|2796441.6|351365|10039|110429|972|904|1426.28|52|938.61|72|1216.5|69|776|-6110|812.5|-7254|689|65|65|65|65|0|0|65|5|0|0|0|65|5|0|975|65|585|39|33488|18592|724|1759|24337|48673|3887|6478|29|38|4|5
20260201|49QGF-79-39-50|7340004|17|4300800|481832|11752|105768|1555|1645|641.65|55|1407.89|63|6523.2|64|2147|-14105|2506|-18240.1|2917.7|179|179|179|179|0|0|179|5|0|0|0|179|5|0|2685|179|1605|107|33124|15316|403|3091|22958|45916|3611|6019|2|29|7|6
20260201|49QGF-80-39-50|7340004|17|4300800|517506|15682|125456|1104|1725|941.25|48|135.38|28|5162.64|16|1957|-14442|1108.4|-17767|1352.9|163|163|163|163|0|0|163|3|0|0|0|163|3|0|2445|163|1470|98|27144|63728|734|3216|6779|13558|1302|2170|1|23|10|4
20260201|49QGF-81-39-50|7340004|7|4300800|59090|1555|17105|63|233|2140.39|27|185.22|75|2287.2|51|2144|-18992|1074|-21927.5|1145.6|179|179|179|179|54|0|179|27|22|65|0|179|27|27|2685|179|1605|107|40040|19264|1019|3544|61224|122447|9934|16556|9|37|4|4
20260201|49QGF-82-39-50|7340004|10|4300800|297058|8737|69896|601|874|2232.07|21|173.25|60|6343.6|72|2328|-15792|1377.4|-19147.8|698.4|194|194|194|194|0|14|194|33|0|0|14|194|33|0|2716|194|1624|116|32275|6210|1665|3686|108431|216861|21275|35459|2|38|0|1
20260201|49QGF-83-39-50|7340005|17|3555123.2|576346|9937|119244|1562|1789|1414.97|12|20.82|18|834.58|5|514|-4485|202.1|-5151.4|206.4|43|43|43|43|1|3|43|1|0|1|3|43|1|1|602|43|364|26|13575|18144|475|3763|144026|288051|17660|29433|21|5|9|6
20260201|49QGF-84-39-50|7340005|16|700825.6|508284|4034|32272|942|2138|1702.07|76|121.32|40|7018.22|20|1824|-17921|-334.4|-20292|-334.4|152|152|152|152|100|69|152|27|40|120|69|152|27|50|1672|152|1001|91|3300|29634|404|1825|16912|33824|2582|4303|21|12|1|5
20260201|49QGF-85-39-50|7340005|5|1838387.2|773334|14321|114568|882|2578|68.98|16|538.27|70|5104.84|19|1526|-13678|889|-16281.4|1854.2|127|127|127|127|47|6|127|3|19|56|6|127|3|24|1905|127|1140|76|3350|40068|116|3764|112316|224632|19268|32113|5|29|1|6
20260201|49QGF-86-39-50|7340005|9|636108.8|1086015|10343|93087|1601|3310|2286.9|63|1755.28|2|7989.36|11|1484|-14210|855.6|-16864|1153.2|124|124|124|124|71|5|124|17|28|85|5|124|17|36|1860|124|1110|74|49575|58509|1912|1113|198627|397253|16639|27731|10|15|5|1
20260201|49QGF-87-39-50|7340005|4|2898841.6|836748|12678|101424|1288|2536|825.84|27|369.98|22|7167.65|77|1090|-9655|700.7|-11766.3|546|91|91|91|91|39|11|91|7|16|47|11|91|7|20|1274|91|770|55|22608|45318|398|3280|79282|158564|14065|23441|22|21|0|5
20260201|49QGF-88-39-50|7340005|20|1374720|491400|6825|54600|622|1843|1472.04|62|1413.59|11|1681.78|20|1983|-20625|1782|-24024|2343|165|165|165|165|143|1|165|30|57|172|1|165|30|72|2475|165|1485|99|31720|10248|1834|2128|74748|149495|11970|19950|18|35|1|0
20260201|49QGF-89-39-50|7340005|4|1010278.4|1104467|12137|133507|2817|3762|1207.71|61|1314.01|29|75.15|75|2015|-19454|319.2|-22596|436.8|168|168|168|168|117|33|168|18|47|140|33|168|18|59|2184|168|1313|101|13944|40508|485|2146|15812|31624|2911|4851|22|10|7|1
20260201|49QGF-90-39-50|7340005|21|1769676.8|1229180|14990|119920|1439|4197|395.92|43|1360.92|31|983.41|54|941|-9586|1185.6|-10725|1372.8|78|78|78|78|66|0|78|10|26|79|0|78|10|33|1170|78|705|47|17992|98056|1892|1907|38370|76739|5582|9303|6|36|0|0
20260201|49QGF-91-39-50|7340005|3|2080665.6|316594|5366|59026|177|966|250.08|11|805.55|78|1489.79|71|984|-9414|1016.8|-10668.2|877.4|82|82|82|82|51|0|82|5|20|61|0|82|5|26|1230|82|735|49|17758|32452|750|3046|11999|23998|2624|4373|7|27|4|6
20260201|49QGF-92-39-50|7340005|21|2287820.8|816070|10330|103300|1364|2996|1389.41|75|1594.71|77|1212.17|5|1922|-19152|224|-22704|-80|160|160|160|160|116|39|160|19|46|139|39|160|19|58|2080|160|1248|96|26243|36250|939|3144|44831|89661|6140|10233|5|39|8|5
20260201|49QGF-93-39-50|7340005|2|1307750.4|949371|13759|123831|1746|3302|2093.97|55|754.82|5|3426.99|57|2052|-19579|1145.7|-22931.1|1145.7|171|171|171|171|108|4|171|16|43|130|4|171|16|54|2565|171|1545|103|44928|111496|858|1994|23864|47727|2768|4614|20|27|10|4
20260201|49QGF-94-39-50|7340006|2|1978163.2|742356|14556|160116|480|2620|2188.89|2|1527.97|57|3733.14|11|1218|-12556|907.8|-14433|1326|102|102|102|102|83|0|102|3|33|100|0|102|3|42|1530|102|915|61|29692|105896|1385|422|32671|65342|17831|29719|17|12|7|5
20260201|49QGF-95-39-50|7340006|5|4300800|106600|2132|21320|64|320|67.8|78|1606.68|50|6369.74|22|2210|-20074|1214.4|-23055.2|404.8|184|184|184|184|93|0|184|2|37|112|0|184|2|47|2760|184|1650|110|18122|10388|873|649|36282|72564|13655|22758|24|28|3|6
20260201|49QGF-96-39-50|7340006|20|3940147.2|504950|10099|80792|242|2121|1158.46|51|682.65|65|4900.24|35|797|-8032|508.2|-9365.4|607.2|66|66|66|66|56|0|66|11|22|67|0|66|11|28|990|66|600|40|9828|107548|788|3307|8047|16093|1883|3138|18|38|5|6
20260201|49QGF-97-39-50|7340006|17|3681484.8|586822|12757|127570|383|2169|1171.67|44|1729.51|42|400.76|37|663|-6209|528|-7232.5|544.5|55|55|55|55|29|0|55|2|12|35|0|55|2|15|825|55|495|33|30264|36932|318|3835|12032|24064|4196|6994|4|40|5|2
20260201|49QGF-98-39-50|7340006|5|4042240|209100|3485|38335|115|662|1792.33|30|1274.02|18|444.09|73|1987|-18874|2606.2|-22642.4|3004.6|166|166|166|166|106|0|166|25|42|127|0|166|25|53|2490|166|1500|100|26572|7700|1326|3813|7844|15687|3203|5339|30|8|5|0
20260201|49QGF-99-39-50|7340006|3|4300800|108855|2655|31860|96|398|861.13|79|194.96|11|1497.87|43|1711|-15487|1487.2|-18089.5|2044.9|143|143|143|143|70|0|143|13|28|84|0|143|13|35|2145|143|1290|86|41444|20160|1051|1402|62708|125416|15638|26064|16|31|3|5
20260201|49QGF-100-39-50|7340007|17|3288678.4|624207|13281|119529|359|1859|496.04|30|472.67|57|7339.59|5|1966|-17761|1492.4|-21008.4|2148.4|164|164|164|164|79|0|164|22|32|95|0|164|22|40|2460|164|1470|98|17134|25956|381|528|72038|144076|21812|36354|3|13|4|1
20260201|49QGF-101-39-50|7340007|18|4300800|318855|10995|98955|297|990|2134.47|26|1089.66|0|124.22|46|1288|-10807|952.3|-12433.4|716.9|107|107|107|107|0|0|107|8|0|0|0|107|8|0|1605|107|960|64|14456|106428|808|527|15519|31038|18623|31038|14|14|2|1
20260201|49QGF-102-39-50|7340007|19|4300800|370400|11575|115750|347|1042|886.97|63|1570.83|7|1625.88|51|1814|-15281|1343.9|-17833.1|1781.8|151|151|151|151|0|0|151|17|0|0|0|151|17|0|2265|151|1365|91|27794|55160|764|2647|9286|18572|11143|18572|17|20|4|1
20260201|49QGF-103-39-50|7340007|15|1616076.8|898443|14261|142610|1882|3708|1976.54|80|1482.59|34|3614.15|18|50|-413|-2.4|-500|20|4|4|4|4|0|1|4|0|0|0|1|4|0|0|48|4|24|2|16170|90336|577|3733|13838|27676|9252|15420|8|17|5|5
20260201|49QGF-104-39-50|7340007|4|3912294.4|768222|15678|141102|423|2665|2214.36|16|53.26|72|4377.72|21|630|-5878|466.4|-7096.7|508.8|53|53|53|53|30|0|53|8|12|36|0|53|8|15|795|53|480|32|41522|11340|1796|265|16859|33718|20231|33718|21|3|8|5
20260201|49QGF-105-39-50|7340007|9|3244544|176112|4892|53812|161|538|1561.88|27|483.28|77|7249.72|22|2118|-18426|1168.2|-21523.2|1610.7|177|177|177|177|4|13|177|2|2|5|13|177|2|2|2478|177|1484|106|12600|19899|1009|3348|12057|24113|14468|24113|5|2|1|5
20260201|49QGF-106-39-50|7340008|8|4300800|70266|1673|20076|90|201|1653.4|53|1737.67|78|4264.07|60|251|-2173|136.5|-2559.9|42|21|21|21|21|2|3|21|2|1|2|3|21|2|1|294|21|182|13|29040|68224|821|1389|100629|201257|14747|24578|17|29|4|2
